|1075795441|a|3025891675|2000000043||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1078379859|a|3047659695|2000000020||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1050468686|a|3075580421|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1090974626|a|3081021724|2000000012||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1072983175|a|3068398393|2000000015||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1043417183|a|3091301106|2000000005||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1086530993|a|3080502783|2000000024||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1071970469|a|3082484498|2000000000||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1049357787|a|3024391087|2000000000||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1019106709|a|3023861593|2000000044||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1044796957|a|3032005460|2000000040||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1010905784|a|3070656141|2000000047||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1054028361|a|3060318563|2000000041||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1059628686|a|3057565101|2000000022||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1018672953|a|3065665939|2000000009||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1075760392|a|3092338102|2000000004||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1092308244|a|3039129605|2000000045||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1081162871|a|3089503897|2000000014||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1057969501|a|3066024538|2000000048||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1079332509|a|3061278311|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1084507758|a|3073148922|2000000032||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1079458297|a|3081591310|2000000011||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1069767064|a|3057386604|2000000007||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1068058913|a|3063499991|2000000027||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1039120941|a|3098051666|2000000029||1039120941|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1096103128|a|3012389516|2000000001||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1093696916|a|3042561883|2000000040||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1022082927|a|3035029397|2000000013||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1003937870|a|3098823515|2000000025||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1073159831|a|3091848207|2000000018||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1096654891|a|3067620179|2000000034||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1025068734|a|3044231403|2000000017||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1040990539|a|3050860013|2000000024||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1083766118|a|3056060022|2000000018||1083766118|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1033591655|a|3028088316|2000000037||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1035222556|a|3035920120|2000000048||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1062107685|a|3038801723|2000000032||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000152422|a|3033440169|2000000033||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1037864807|a|3056815142|2000000032||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1070182963|a|3066219589|2000000020||1070182963|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1025922692|a|3052757313|2000000022||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1075548477|a|3049458267|2000000028||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1080904586|a|3081241494|2000000023||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1063308876|a|3072555436|2000000050||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1067851501|a|3021352466|2000000020||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1082273141|a|3009778434|2000000000||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1087365383|a|3097851519|2000000033||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1039669618|a|3027471384|2000000043||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1086135991|a|3052086553|2000000040||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
