|1000757955|a|3000258917|2000000043||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000783799|a|3000476597|2000000020||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000504687|a|3000755804|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000909747|a|2000000012|2000000012||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000310147|a|2000000046|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000472143|a|3000434172|2000000034||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000966607|a|3000865310|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000548699|a|3000719705|2000000041||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000668153|a|3000493578|2000000042||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000325204|a|2000000012|2000000012||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000238616|a|2000000028|2000000028||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000080445|a|3000507941|2000000022||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000551267|a|2000000005|2000000005||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000540284|a|2000000041|2000000041||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000444989|a|2000000029|2000000029||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000290329|a|3000186729|2000000029||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000476531|a|3000757604|2000000033||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000842461|a|2000000047|2000000047||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000391296|a|2000000027|2000000027||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000849486|a|2000000041|2000000041||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000579695|a|3000660246|2000000048||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000793325|a|3000612783|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000845078|a|3000731489|2000000032||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000794583|a|3000815913|2000000011||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000697671|a|3000573866|2000000007||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000680589|a|3000635000|2000000027||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000391209|a|3000980517|2000000029||1000391209|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000961032|a|3000123895|2000000001||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000936970|a|3000425619|2000000040||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000220829|a|2000000013|2000000013||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000503637|a|3000100921|2000000009||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000358555|a|2000000010|2000000010||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000169424|a|2000000046|2000000046||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000676202|a|2000000002|2000000002||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000596791|a|3000174819|2000000012||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000569113|a|2000000020|2000000020||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000837662|a|3000560600|2000000018||1000837662|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000335916|a|3000280883|2000000037||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000352225|a|3000359201|2000000048||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000621077|a|2000000032|2000000032||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000650833|a|3000192309|2000000021||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000637400|a|3000875424|2000000012||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000402267|a|2000000021|2000000021||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000046779|a|3000259227|2000000033||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000487266|a|2000000026|2000000026||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000494583|a|3000466892|2000000045||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000812415|a|3000999421|2000000044||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000725555|a|2000000004|2000000004||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000316177|a|3000717324|2000000034||1000316177|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000528346|a|3000118904|2000000041||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000279983|a|2000000044|2000000044||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000396696|a|3000274714|2000000043||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
|1000861360|a|3000520866|2000000040||null|o||||||h|||b|t1|t2|p1|pt|||pc|w|p2
